obstereo	obEZ	Structure of obSMILES [idcode]	obSMILES	obInChi	obInChiKey	dwSmiles	diff_smiles	dwInChI	diff_InChi	dwInChI-Key	diff_InChiKey	
0	0	eghTN@@BL`DNMAmclbfbTTJVbbTTJbTpdbQVSRusPDETADAPLA@@@	O=C(O)c1nc(c(cc1O)Oc1c2c([nH]c3c2c(O)ccc3)c(cc1)C(=O)O)CC	InChI=1S/C21H16N2O7/c1-2-10-15(8-13(25)19(22-10)21(28)29)30-14-7-6-9(20(26)27)18-17(14)16-11(23-18)4-3-5-12(16)24/h3-8,23-25H,2H2,1H3,(H,26,27)(H,28,29)	GVTKNHUTJAHWII-UHFFFAOYSA-N	CCc(nc(C(O)=O)c(O)c1)c1Oc(cc1)c(c(c([nH]2)ccc3)c3O)c2c1C(O)=O	0	InChI=1S/C21H16N2O7/c1-2-10-15(8-13(25)19(22-10)21(28)29)30-14-7-6-9(20(26)27)18-17(14)16-11(23-18)4-3-5-12(16)24/h3-8,23-25H,2H2,1H3,(H,26,27)(H,28,29)	1	GVTKNHUTJAHWII-UHFFFAOYSA-N	1	
3	0	fmgaP@B@PpoRaHqDcHRDRDaDSHaHPSV}ejj@`jjjjaqRZTX@	O=C(O)CN[C@@H](O)c1c2c(c(c(c1)[C@@H](O)C)CCC)CC=C[C@@H]2C(O)(C)C	InChI=1S/C21H31NO5/c1-5-7-13-14-8-6-9-17(21(3,4)27)19(14)16(10-15(13)12(2)23)20(26)22-11-18(24)25/h6,9-10,12,17,20,22-23,26-27H,5,7-8,11H2,1-4H3,(H,24,25)/t12-,17-,20-/m0/s1	RZOWYPCPQKWVEK-JTBRQZTESA-N	CCCc1c(CC=C[C@@H]2C(C)(C)O)c2c([C@@H](NCC(O)=O)O)cc1[C@H](C)O	0	InChI=1S/C21H31NO5/c1-5-7-13-14-8-6-9-17(21(3,4)27)19(14)16(10-15(13)12(2)23)20(26)22-11-18(24)25/h6,9-10,12,17,20,22-23,26-27H,5,7-8,11H2,1-4H3,(H,24,25)/t12-,17-,20-/m0/s1	1	RZOWYPCPQKWVEK-JTBRQZTESA-N	1	
0	0	fnsa`@M@PKHihdidmEDhcNRUjJV`BJ`HJhP@@	O=C(O)c1cc2oc(nc2cc1)c1c(c(ccc1)C(C)C)CC	InChI=1S/C19H19NO3/c1-4-13-14(11(2)3)6-5-7-15(13)18-20-16-9-8-12(19(21)22)10-17(16)23-18/h5-11H,4H2,1-3H3,(H,21,22)	ICFGTRWVWJKGDX-UHFFFAOYSA-N	CCc(c(C(C)C)ccc1)c1-c1nc(ccc(C(O)=O)c2)c2[o]1	0	InChI=1S/C19H19NO3/c1-4-13-14(11(2)3)6-5-7-15(13)18-20-16-9-8-12(19(21)22)10-17(16)23-18/h5-11H,4H2,1-3H3,(H,21,22)	1	ICFGTRWVWJKGDX-UHFFFAOYSA-N	1	
0	0	fmwAr@NBTYr^`bLbbbTRrRebbtRVYHmYk``XjfehD@`@@	Clc1c(C(=O)OC(=O)C2=CC(=O)c3c(C2=O)cccc3)cc(c(c1)OC)O	InChI=1S/C19H11ClO7/c1-26-16-8-13(20)11(6-15(16)22)18(24)27-19(25)12-7-14(21)9-4-2-3-5-10(9)17(12)23/h2-8,22H,1H3	VYGBLEUVIWUSAV-UHFFFAOYSA-N	COc(c(O)c1)cc(Cl)c1C(OC(C(C(c1c2cccc1)=O)=CC2=O)=O)=O	0	InChI=1S/C19H11ClO7/c1-26-16-8-13(20)11(6-15(16)22)18(24)27-19(25)12-7-14(21)9-4-2-3-5-10(9)17(12)23/h2-8,22H,1H3	1	VYGBLEUVIWUSAV-UHFFFAOYSA-N	1	
2	1	fcw`P@L@PNZSJzs\j|js^Cu[USTAASUMPhEFjCD	O=C(OC/C=C\[C@@H](c1c(ccc(c1)CC(=O)O)CC1=C[C@H](C=CC1)C)C)NC	InChI=1S/C23H29NO4/c1-16-6-4-8-18(12-16)13-20-10-9-19(15-22(25)26)14-21(20)17(2)7-5-11-28-23(27)24-3/h4-7,9-10,12,14,16-17H,8,11,13,15H2,1-3H3,(H,24,27)(H,25,26)/b7-5-/t16-,17-/m0/s1	VAOGHHRDQQQNBT-GECAAYIISA-N	C[C@@H](/C=C\COC(NC)=O)c1c(CC2=C[C@@H](C)C=CC2)ccc(CC(O)=O)c1	0	InChI=1S/C23H29NO4/c1-16-6-4-8-18(12-16)13-20-10-9-19(15-22(25)26)14-21(20)17(2)7-5-11-28-23(27)24-3/h4-7,9-10,12,14,16-17H,8,11,13,15H2,1-3H3,(H,24,27)(H,25,26)/t16-,17-/m0/s1	0	VAOGHHRDQQQNBT-IRXDYDNUSA-N	0	
1	0	fco@H@@H\eoYkrJZIJIJJJIIVIP|DZO`m@@PUQUMM@pT`@	O=C(O)c1cc2c3c(c1)[C@H](OCCC)C(=Cc3cc(c2CC(=O)O)O)C(=O)O	InChI=1S/C20H18O8/c1-2-3-28-18-13-6-10(19(24)25)5-12-11(8-16(22)23)15(21)7-9(17(12)13)4-14(18)20(26)27/h4-7,18,21H,2-3,8H2,1H3,(H,22,23)(H,24,25)(H,26,27)/t18-/m0/s1	NPEDMKWOAHKYKE-SFHVURJKSA-N	CCCO[C@@H](c1cc(C(O)=O)c2)C(C(O)=O)=Cc3c1c2c(CC(O)=O)c(O)c3	0	InChI=1S/C20H18O8/c1-2-3-28-18-13-6-10(19(24)25)5-12-11(8-16(22)23)15(21)7-9(17(12)13)4-14(18)20(26)27/h4-7,18,21H,2-3,8H2,1H3,(H,22,23)(H,24,25)(H,26,27)/t18-/m0/s1	1	NPEDMKWOAHKYKE-SFHVURJKSA-N	1	
0	0	fac`q@CTBVk^`BNRBTsLjl{MKU@tDUSTs@@@	S(c1c(F)cc(cc1)CCC(=O)O)C(=O)CCNC(=O)CC(=O)O	InChI=1S/C15H16FNO6S/c16-10-7-9(2-4-13(19)20)1-3-11(10)24-15(23)5-6-17-12(18)8-14(21)22/h1,3,7H,2,4-6,8H2,(H,17,18)(H,19,20)(H,21,22)	LJHMANLPDZXJKW-UHFFFAOYSA-N	OC(CCc(cc1)cc(F)c1SC(CCNC(CC(O)=O)=O)=O)=O	0	InChI=1S/C15H16FNO6S/c16-10-7-9(2-4-13(19)20)1-3-11(10)24-15(23)5-6-17-12(18)8-14(21)22/h1,3,7H,2,4-6,8H2,(H,17,18)(H,19,20)(H,21,22)	1	LJHMANLPDZXJKW-UHFFFAOYSA-N	1	
3	0	ehZPL@@@DOlbfbtTRbJRTRTrRVrtL\|RrzfvnZjfZZZBBJjih\LIxdd@@	O=C(O)[C@@H](Cc1c2=CC3=C[C@H](c4c([C@@H]3C=c2ccc1)c1c(c(c4)CCOC)CC=CC1)C)C	InChI=1S/C30H32O3/c1-18-13-23-17-27-20(14-19(2)30(31)32)7-6-8-21(27)16-28(23)29-25-10-5-4-9-24(25)22(11-12-33-3)15-26(18)29/h4-8,13,15-19,28H,9-12,14H2,1-3H3,(H,31,32)/t18-,19-,28-/m1/s1	QZYIKHOSNOJASU-BIALHBOASA-N	C[C@H](CC(C1=CC2=C[C@H]3C)=CC=CC1=C[C@H]2c1c3cc(CCOC)c2c1CC=CC2)C(O)=O	0	InChI=1S/C30H32O3/c1-18-13-23-17-27-20(14-19(2)30(31)32)7-6-8-21(27)16-28(23)29-25-10-5-4-9-24(25)22(11-12-33-3)15-26(18)29/h4-8,13,15-19,28H,9-12,14H2,1-3H3,(H,31,32)/t18-,19+,28-/m0/s1	0	QZYIKHOSNOJASU-ILLIAVPXSA-N	0	
0	0	ed\TND@MGECDngo`PIABPrJSQIJJKKFYQQSSISRVS[UPPMETtDDUM@@@@	FC(F)(c1cc(OC)cc(c1)NC(=O)Cc1c(O)c(c(cc1CC)OC)C(=O)O)CC(=O)NC	InChI=1S/C23H26F2N2O7/c1-5-12-6-17(34-4)20(22(31)32)21(30)16(12)10-18(28)27-14-7-13(8-15(9-14)33-3)23(24,25)11-19(29)26-2/h6-9,30H,5,10-11H2,1-4H3,(H,26,29)(H,27,28)(H,31,32)	SMYWPIXPMWMIGM-UHFFFAOYSA-N	CCc1cc(OC)c(C(O)=O)c(O)c1CC(Nc1cc(C(CC(NC)=O)(F)F)cc(OC)c1)=O	0	InChI=1S/C23H26F2N2O7/c1-5-12-6-17(34-4)20(22(31)32)21(30)16(12)10-18(28)27-14-7-13(8-15(9-14)33-3)23(24,25)11-19(29)26-2/h6-9,30H,5,10-11H2,1-4H3,(H,26,29)(H,27,28)(H,31,32)	1	SMYWPIXPMWMIGM-UHFFFAOYSA-N	1	
2	1	fbeAP@@HeYvQSQQJVJJEINVfjjfjjPqJdLH	O=C(O)/C(=C(\[C@H](O)[C@@H](C(=O)O)C1CCCCC1)/C)/CC	InChI=1S/C15H24O5/c1-3-11(14(17)18)9(2)13(16)12(15(19)20)10-7-5-4-6-8-10/h10,12-13,16H,3-8H2,1-2H3,(H,17,18)(H,19,20)/b11-9-/t12-,13-/m0/s1	LOLORRRYQPEYCX-VMYYRQAJSA-N	CC/C(/C(O)=O)=C(\C)/[C@@H]([C@H](C1CCCCC1)C(O)=O)O	0	InChI=1S/C15H24O5/c1-3-11(14(17)18)9(2)13(16)12(15(19)20)10-7-5-4-6-8-10/h10,12-13,16H,3-8H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1	0	LOLORRRYQPEYCX-STQMWFEESA-N	0	
0	0	fle@P@@Hm{HihheEMLjaJtyh@@JJh@@@	O=C(O)c1c2c(c(O)cc(c2CCCC)O)ccc1	InChI=1S/C15H16O4/c1-2-3-5-9-12(16)8-13(17)10-6-4-7-11(14(9)10)15(18)19/h4,6-8,16-17H,2-3,5H2,1H3,(H,18,19)	OCEYJJMLWGCDRF-UHFFFAOYSA-N	CCCCc(c(O)c1)c(c(C(O)=O)ccc2)c2c1O	0	InChI=1S/C15H16O4/c1-2-3-5-9-12(16)8-13(17)10-6-4-7-11(14(9)10)15(18)19/h4,6-8,16-17H,2-3,5H2,1H3,(H,18,19)	1	OCEYJJMLWGCDRF-UHFFFAOYSA-N	1	
2	0	eghXF@@G@DNKLmlbfTTTtVaTRVfRRta`TUSTrsTDEEMUUTuBrARf`@	O=C(O)Cc1c(O)c(c2[nH]c(c3c2CC=C2[C@@H]3C[C@@H](C(=C2)CC)O)O)cc(c1C)O	InChI=1S/C23H25NO6/c1-3-11-6-12-4-5-13-20(15(12)7-18(11)26)23(30)24-21(13)16-8-17(25)10(2)14(22(16)29)9-19(27)28/h4,6,8,15,18,24-26,29-30H,3,5,7,9H2,1-2H3,(H,27,28)/t15-,18-/m0/s1	XZVWIKAAMHYQOO-YJBOKZPZSA-N	CCC1=CC2=CCc3c(-c4cc(O)c(C)c(CC(O)=O)c4O)[nH]c(O)c3[C@H]2C[C@@H]1O	0	InChI=1S/C23H25NO6/c1-3-11-6-12-4-5-13-20(15(12)7-18(11)26)23(30)24-21(13)16-8-17(25)10(2)14(22(16)29)9-19(27)28/h4,6,8,15,18,24-26,29-30H,3,5,7,9H2,1-2H3,(H,27,28)/t15-,18+/m0/s1	0	XZVWIKAAMHYQOO-MAUKXSAKSA-N	0	
0	2	fbe@p@@RUyNTfYW[]mf\ZYejYihBNQh	O=C1C(=CC(=O)C=C1)/C=C(/OC)\C=C\C(=O)CC(=O)O	InChI=1S/C14H12O6/c1-20-12(4-2-11(16)8-14(18)19)7-9-6-10(15)3-5-13(9)17/h2-7H,8H2,1H3,(H,18,19)/b4-2+,12-7+	DCGGFQCVHYJRRO-FCHWZTEGSA-N	CO/C(/C=C/C(CC(O)=O)=O)=C/C(C(C=C1)=O)=CC1=O	0	InChI=1S/C14H12O6/c1-20-12(4-2-11(16)8-14(18)19)7-9-6-10(15)3-5-13(9)17/h2-7H,8H2,1H3,(H,18,19)	0	DCGGFQCVHYJRRO-UHFFFAOYSA-N	0	
0	0	fbma@@M@rQQIJKQIJW\UZO`tD@DEQPH@@	O(c1ccc(cc1)C)Cc1c2[nH]cc(c2ccc1)CC	InChI=1S/C18H19NO/c1-3-14-11-19-18-15(5-4-6-17(14)18)12-20-16-9-7-13(2)8-10-16/h4-11,19H,3,12H2,1-2H3	GODXQXHVIITQMQ-UHFFFAOYSA-N	CCc1c[nH]c2c(COc3ccc(C)cc3)cccc12	0	InChI=1S/C18H19NO/c1-3-14-11-19-18-15(5-4-6-17(14)18)12-20-16-9-7-13(2)8-10-16/h4-11,19H,3,12H2,1-2H3	1	GODXQXHVIITQMQ-UHFFFAOYSA-N	1	
0	1	fe{@H@@HeZJQsrJYQSQSQKJIGJZ\GKSPPDAQUL@HX`	O=C(O)/C=C(/c1c(O)c(O)c(c2c1cc(cc2O)CCC(=O)O)OC)\C	InChI=1S/C18H18O8/c1-8(5-13(22)23)14-10-6-9(3-4-12(20)21)7-11(19)15(10)18(26-2)17(25)16(14)24/h5-7,19,24-25H,3-4H2,1-2H3,(H,20,21)(H,22,23)/b8-5+	ABXHMRSKDRCUEE-VMPITWQZSA-N	C/C(/c(c1cc(CCC(O)=O)cc(O)c1c(OC)c1O)c1O)=C\C(O)=O	0	InChI=1S/C18H18O8/c1-8(5-13(22)23)14-10-6-9(3-4-12(20)21)7-11(19)15(10)18(26-2)17(25)16(14)24/h5-7,19,24-25H,3-4H2,1-2H3,(H,20,21)(H,22,23)	0	ABXHMRSKDRCUEE-UHFFFAOYSA-N	0	
0	0	ff}aq@LpQbJRu@D^BLddlTRbvRTbdmFlm@@@UKL@@@	S(=O)(=O)(O)c1c2c(cc(c(c2)CC(=O)O)S(=O)(=O)N)ccc1	InChI=1S/C12H11NO7S2/c13-21(16,17)11-5-7-2-1-3-10(22(18,19)20)9(7)4-8(11)6-12(14)15/h1-5H,6H2,(H,14,15)(H2,13,16,17)(H,18,19,20)	AUTSAULPJKNWLS-UHFFFAOYSA-N	NS(c1c(CC(O)=O)cc2c(S(O)(=O)=O)cccc2c1)(=O)=O	0	InChI=1S/C12H11NO7S2/c13-21(16,17)11-5-7-2-1-3-10(22(18,19)20)9(7)4-8(11)6-12(14)15/h1-5H,6H2,(H,14,15)(H2,13,16,17)(H,18,19,20)	1	AUTSAULPJKNWLS-UHFFFAOYSA-N	1	
1	1	fn}`P@B@QDnQSIQQJIJJSZv|uU@dQUUDJRDd	O=C(O)CN[C@@H](c1c(c(ccc1)CC)C(O)(C)C)/C=C\COC	InChI=1S/C18H27NO4/c1-5-13-8-6-9-14(17(13)18(2,3)22)15(10-7-11-23-4)19-12-16(20)21/h6-10,15,19,22H,5,11-12H2,1-4H3,(H,20,21)/b10-7-/t15-/m1/s1	LCGUMAXEIVFYMC-YYRKOSNBSA-N	CCc1cccc([C@@H](/C=C\COC)NCC(O)=O)c1C(C)(C)O	0	InChI=1S/C18H27NO4/c1-5-13-8-6-9-14(17(13)18(2,3)22)15(10-7-11-23-4)19-12-16(20)21/h6-10,15,19,22H,5,11-12H2,1-4H3,(H,20,21)/t15-/m1/s1	0	LCGUMAXEIVFYMC-OAHLLOKOSA-N	0	
1	0	fj}A@@@IS\mkZjoAF\dm@PUUUSBpd`@	O(c1c(c2c(c(c1)C)CC1=C([C@@H]2CC=C)CC=CC1)C)C	InChI=1S/C20H24O/c1-5-8-17-16-10-7-6-9-15(16)12-18-13(2)11-19(21-4)14(3)20(17)18/h5-7,11,17H,1,8-10,12H2,2-4H3/t17-/m0/s1	DWQIWGJNZUZLEO-KRWDZBQOSA-N	Cc1cc(OC)c(C)c2c1CC(CC=CC1)=C1[C@@H]2CC=C	0	InChI=1S/C20H24O/c1-5-8-17-16-10-7-6-9-15(16)12-18-13(2)11-19(21-4)14(3)20(17)18/h5-7,11,17H,1,8-10,12H2,2-4H3/t17-/m0/s1	1	DWQIWGJNZUZLEO-KRWDZBQOSA-N	1	
0	0	fde@`@@HRYyeeWYJMxLVhBBjjF@@	O=C(Oc1c2c(c3c(c1)CCCC3)CC=CC2)C	InChI=1S/C16H18O2/c1-11(17)18-16-10-12-6-2-3-7-13(12)14-8-4-5-9-15(14)16/h4-5,10H,2-3,6-9H2,1H3	LJXUVJMKXRLFSG-UHFFFAOYSA-N	CC(Oc1c(CC=CC2)c2c(CCCC2)c2c1)=O	0	InChI=1S/C16H18O2/c1-11(17)18-16-10-12-6-2-3-7-13(12)14-8-4-5-9-15(14)16/h4-5,10H,2-3,6-9H2,1H3	1	LJXUVJMKXRLFSG-UHFFFAOYSA-N	1	
2	0	e`RTJ@@OA`DNIElbfbTTvRRRRTRfRJ`bec`TQSVqsSUT@U@QRuT@JEDX`@	O=C(O)C1=C[C@@H](O)c2c([C@@H]1O)cc1c(c2)c2c([nH]1)c(c1[nH]cc(c1)C(C)C)cc(c2)C=O	InChI=1S/C25H22N2O5/c1-11(2)13-5-20(26-9-13)18-4-12(10-28)3-16-14-6-15-17(7-21(14)27-23(16)18)24(30)19(25(31)32)8-22(15)29/h3-11,22,24,26-27,29-30H,1-2H3,(H,31,32)/t22-,24+/m1/s1	DNSWOLUDYVXCRR-VWNXMTODSA-N	CC(C)c1c[nH]c(-c2cc(C=O)cc3c2[nH]c2cc([C@@H](C(C(O)=O)=C[C@H]4O)O)c4cc23)c1	0	InChI=1S/C25H22N2O5/c1-11(2)13-5-20(26-9-13)18-4-12(10-28)3-16-14-6-15-17(7-21(14)27-23(16)18)24(30)19(25(31)32)8-22(15)29/h3-11,22,24,26-27,29-30H,1-2H3,(H,31,32)/t22-,24+/m1/s1	1	DNSWOLUDYVXCRR-VWNXMTODSA-N	1	
