obstereo	obEZ	obSMILES	obInChi	obInChiKey
0	0	n1cc(cc(c1)C)CCc1c(cc2c(c1)cccc2)C(C)(C)C	InChI=1S/C22H25N/c1-16-11-17(15-23-14-16)9-10-20-12-18-7-5-6-8-19(18)13-21(20)22(2,3)4/h5-8,11-15H,9-10H2,1-4H3	MUBRZGGRWBQSPA-UHFFFAOYSA-N
0	0	O=C(O)c1nc(c(cc1O)Oc1c2c([nH]c3c2c(O)ccc3)c(cc1)C(=O)O)CC	InChI=1S/C21H16N2O7/c1-2-10-15(8-13(25)19(22-10)21(28)29)30-14-7-6-9(20(26)27)18-17(14)16-11(23-18)4-3-5-12(16)24/h3-8,23-25H,2H2,1H3,(H,26,27)(H,28,29)	GVTKNHUTJAHWII-UHFFFAOYSA-N
3	0	O=C(O)CN[C@@H](O)c1c2c(c(c(c1)[C@@H](O)C)CCC)CC=C[C@@H]2C(O)(C)C	InChI=1S/C21H31NO5/c1-5-7-13-14-8-6-9-17(21(3,4)27)19(14)16(10-15(13)12(2)23)20(26)22-11-18(24)25/h6,9-10,12,17,20,22-23,26-27H,5,7-8,11H2,1-4H3,(H,24,25)/t12-,17-,20-/m0/s1	RZOWYPCPQKWVEK-JTBRQZTESA-N
0	0	O=C(O)c1cc2oc(nc2cc1)c1c(c(ccc1)C(C)C)CC	InChI=1S/C19H19NO3/c1-4-13-14(11(2)3)6-5-7-15(13)18-20-16-9-8-12(19(21)22)10-17(16)23-18/h5-11H,4H2,1-3H3,(H,21,22)	ICFGTRWVWJKGDX-UHFFFAOYSA-N
0	0	Clc1c(C(=O)OC(=O)C2=CC(=O)c3c(C2=O)cccc3)cc(c(c1)OC)O	InChI=1S/C19H11ClO7/c1-26-16-8-13(20)11(6-15(16)22)18(24)27-19(25)12-7-14(21)9-4-2-3-5-10(9)17(12)23/h2-8,22H,1H3	VYGBLEUVIWUSAV-UHFFFAOYSA-N
2	1	O=C(OC/C=C\[C@@H](c1c(ccc(c1)CC(=O)O)CC1=C[C@H](C=CC1)C)C)NC	InChI=1S/C23H29NO4/c1-16-6-4-8-18(12-16)13-20-10-9-19(15-22(25)26)14-21(20)17(2)7-5-11-28-23(27)24-3/h4-7,9-10,12,14,16-17H,8,11,13,15H2,1-3H3,(H,24,27)(H,25,26)/b7-5-/t16-,17-/m0/s1	VAOGHHRDQQQNBT-GECAAYIISA-N
1	0	O=C(O)c1cc2c3c(c1)[C@H](OCCC)C(=Cc3cc(c2CC(=O)O)O)C(=O)O	InChI=1S/C20H18O8/c1-2-3-28-18-13-6-10(19(24)25)5-12-11(8-16(22)23)15(21)7-9(17(12)13)4-14(18)20(26)27/h4-7,18,21H,2-3,8H2,1H3,(H,22,23)(H,24,25)(H,26,27)/t18-/m0/s1	NPEDMKWOAHKYKE-SFHVURJKSA-N
0	0	S(c1c(F)cc(cc1)CCC(=O)O)C(=O)CCNC(=O)CC(=O)O	InChI=1S/C15H16FNO6S/c16-10-7-9(2-4-13(19)20)1-3-11(10)24-15(23)5-6-17-12(18)8-14(21)22/h1,3,7H,2,4-6,8H2,(H,17,18)(H,19,20)(H,21,22)	LJHMANLPDZXJKW-UHFFFAOYSA-N
3	0	O=C(O)[C@@H](Cc1c2=CC3=C[C@H](c4c([C@@H]3C=c2ccc1)c1c(c(c4)CCOC)CC=CC1)C)C	InChI=1S/C30H32O3/c1-18-13-23-17-27-20(14-19(2)30(31)32)7-6-8-21(27)16-28(23)29-25-10-5-4-9-24(25)22(11-12-33-3)15-26(18)29/h4-8,13,15-19,28H,9-12,14H2,1-3H3,(H,31,32)/t18-,19-,28-/m1/s1	QZYIKHOSNOJASU-BIALHBOASA-N
0	0	FC(F)(c1cc(OC)cc(c1)NC(=O)Cc1c(O)c(c(cc1CC)OC)C(=O)O)CC(=O)NC	InChI=1S/C23H26F2N2O7/c1-5-12-6-17(34-4)20(22(31)32)21(30)16(12)10-18(28)27-14-7-13(8-15(9-14)33-3)23(24,25)11-19(29)26-2/h6-9,30H,5,10-11H2,1-4H3,(H,26,29)(H,27,28)(H,31,32)	SMYWPIXPMWMIGM-UHFFFAOYSA-N
2	1	O=C(O)/C(=C(\[C@H](O)[C@@H](C(=O)O)C1CCCCC1)/C)/CC	InChI=1S/C15H24O5/c1-3-11(14(17)18)9(2)13(16)12(15(19)20)10-7-5-4-6-8-10/h10,12-13,16H,3-8H2,1-2H3,(H,17,18)(H,19,20)/b11-9-/t12-,13-/m0/s1	LOLORRRYQPEYCX-VMYYRQAJSA-N
0	0	O=C(O)c1c2c(c(O)cc(c2CCCC)O)ccc1	InChI=1S/C15H16O4/c1-2-3-5-9-12(16)8-13(17)10-6-4-7-11(14(9)10)15(18)19/h4,6-8,16-17H,2-3,5H2,1H3,(H,18,19)	OCEYJJMLWGCDRF-UHFFFAOYSA-N
2	0	O=C(O)Cc1c(O)c(c2[nH]c(c3c2CC=C2[C@@H]3C[C@@H](C(=C2)CC)O)O)cc(c1C)O	InChI=1S/C23H25NO6/c1-3-11-6-12-4-5-13-20(15(12)7-18(11)26)23(30)24-21(13)16-8-17(25)10(2)14(22(16)29)9-19(27)28/h4,6,8,15,18,24-26,29-30H,3,5,7,9H2,1-2H3,(H,27,28)/t15-,18-/m0/s1	XZVWIKAAMHYQOO-YJBOKZPZSA-N
0	2	O=C1C(=CC(=O)C=C1)/C=C(/OC)\C=C\C(=O)CC(=O)O	InChI=1S/C14H12O6/c1-20-12(4-2-11(16)8-14(18)19)7-9-6-10(15)3-5-13(9)17/h2-7H,8H2,1H3,(H,18,19)/b4-2+,12-7+	DCGGFQCVHYJRRO-FCHWZTEGSA-N
0	0	O(c1ccc(cc1)C)Cc1c2[nH]cc(c2ccc1)CC	InChI=1S/C18H19NO/c1-3-14-11-19-18-15(5-4-6-17(14)18)12-20-16-9-7-13(2)8-10-16/h4-11,19H,3,12H2,1-2H3	GODXQXHVIITQMQ-UHFFFAOYSA-N
0	1	O=C(O)/C=C(/c1c(O)c(O)c(c2c1cc(cc2O)CCC(=O)O)OC)\C	InChI=1S/C18H18O8/c1-8(5-13(22)23)14-10-6-9(3-4-12(20)21)7-11(19)15(10)18(26-2)17(25)16(14)24/h5-7,19,24-25H,3-4H2,1-2H3,(H,20,21)(H,22,23)/b8-5+	ABXHMRSKDRCUEE-VMPITWQZSA-N
0	0	S(=O)(=O)(O)c1c2c(cc(c(c2)CC(=O)O)S(=O)(=O)N)ccc1	InChI=1S/C12H11NO7S2/c13-21(16,17)11-5-7-2-1-3-10(22(18,19)20)9(7)4-8(11)6-12(14)15/h1-5H,6H2,(H,14,15)(H2,13,16,17)(H,18,19,20)	AUTSAULPJKNWLS-UHFFFAOYSA-N
1	1	O=C(O)CN[C@@H](c1c(c(ccc1)CC)C(O)(C)C)/C=C\COC	InChI=1S/C18H27NO4/c1-5-13-8-6-9-14(17(13)18(2,3)22)15(10-7-11-23-4)19-12-16(20)21/h6-10,15,19,22H,5,11-12H2,1-4H3,(H,20,21)/b10-7-/t15-/m1/s1	LCGUMAXEIVFYMC-YYRKOSNBSA-N
1	0	O(c1c(c2c(c(c1)C)CC1=C([C@@H]2CC=C)CC=CC1)C)C	InChI=1S/C20H24O/c1-5-8-17-16-10-7-6-9-15(16)12-18-13(2)11-19(21-4)14(3)20(17)18/h5-7,11,17H,1,8-10,12H2,2-4H3/t17-/m0/s1	DWQIWGJNZUZLEO-KRWDZBQOSA-N
0	0	O=C(Oc1c2c(c3c(c1)CCCC3)CC=CC2)C	InChI=1S/C16H18O2/c1-11(17)18-16-10-12-6-2-3-7-13(12)14-8-4-5-9-15(14)16/h4-5,10H,2-3,6-9H2,1H3	LJXUVJMKXRLFSG-UHFFFAOYSA-N
2	0	O=C(O)C1=C[C@@H](O)c2c([C@@H]1O)cc1c(c2)c2c([nH]1)c(c1[nH]cc(c1)C(C)C)cc(c2)C=O	InChI=1S/C25H22N2O5/c1-11(2)13-5-20(26-9-13)18-4-12(10-28)3-16-14-6-15-17(7-21(14)27-23(16)18)24(30)19(25(31)32)8-22(15)29/h3-11,22,24,26-27,29-30H,1-2H3,(H,31,32)/t22-,24+/m1/s1	DNSWOLUDYVXCRR-VWNXMTODSA-N
0	2	O=C(O)c1c(C(=O)O)cccc1C/C(=C\C/C=C\C(=C)OC)/C(=O)O	InChI=1S/C18H18O7/c1-11(25-2)6-3-4-7-13(16(19)20)10-12-8-5-9-14(17(21)22)15(12)18(23)24/h3,5-9H,1,4,10H2,2H3,(H,19,20)(H,21,22)(H,23,24)/b6-3-,13-7+	SFSFQSGAETYDMS-VQOXRLQQSA-N
0	0	Clc1c(OCc2c(c(ccc2)CCC(=O)O)COC)c2c(cc1)ccc1c2CC=CC1	InChI=1S/C26H25ClO4/c1-30-16-22-18(12-14-24(28)29)6-4-7-20(22)15-31-26-23(27)13-11-19-10-9-17-5-2-3-8-21(17)25(19)26/h2-4,6-7,9-11,13H,5,8,12,14-16H2,1H3,(H,28,29)	FSLIKYVENPIYPY-UHFFFAOYSA-N
2	0	O=C(OC)Nc1c(O)c(c2c(c1)ccc(c2)[C@@H](C(=O)O)COC)[C@H](NC(=O)C)CCC(=O)O	InChI=1S/C22H26N2O9/c1-11(25)23-16(6-7-18(26)27)19-14-8-12(15(10-32-2)21(29)30)4-5-13(14)9-17(20(19)28)24-22(31)33-3/h4-5,8-9,15-16,28H,6-7,10H2,1-3H3,(H,23,25)(H,24,31)(H,26,27)(H,29,30)/t15-,16+/m0/s1	GCOYBPJQYSWOGD-JKSUJKDBSA-N
0	0	O=C(O)c1ccc(cc1)c1c(OCCC(C)C)c(C#N)ccc1	InChI=1S/C19H19NO3/c1-13(2)10-11-23-18-16(12-20)4-3-5-17(18)14-6-8-15(9-7-14)19(21)22/h3-9,13H,10-11H2,1-2H3,(H,21,22)	CJHVZPDEUJRAKU-UHFFFAOYSA-N
0	0	Fc1c(F)c(c2c(c1NCC(=O)NO)[nH]c(c2)C(=O)O)C(=O)OC(=O)CC(=O)O	InChI=1S/C15H11F2N3O9/c16-10-9(15(27)29-8(24)2-7(22)23)4-1-5(14(25)26)19-12(4)13(11(10)17)18-3-6(21)20-28/h1,18-19,28H,2-3H2,(H,20,21)(H,22,23)(H,25,26)	QWKMYDDNJLMMFQ-UHFFFAOYSA-N
0	0	n1c(Nc2c(cccc2)CCCCC)c2c(cc1)[nH]nc2	InChI=1S/C17H20N4/c1-2-3-4-7-13-8-5-6-9-15(13)20-17-14-12-19-21-16(14)10-11-18-17/h5-6,8-12H,2-4,7H2,1H3,(H,18,20)(H,19,21)	VCFAPMCPTXZDJR-UHFFFAOYSA-N
2	0	O=C(O)c1cc(O)c(c(c1)CO)[C@H]1c2c(cccc2)[C@H](C(=C1)O)C(=O)O	InChI=1S/C19H16O7/c20-8-10-5-9(18(23)24)6-14(21)16(10)13-7-15(22)17(19(25)26)12-4-2-1-3-11(12)13/h1-7,13,17,20-22H,8H2,(H,23,24)(H,25,26)/t13-,17-/m1/s1	XJMPHBLCXSTQOM-CXAGYDPISA-N
1	1	Clc1c(/C(=N\O)/[C@H](O)C(=O)NCC)cc(cc1CC(=O)O)F	InChI=1S/C13H14ClFN2O5/c1-2-16-13(21)12(20)11(17-22)8-5-7(15)3-6(10(8)14)4-9(18)19/h3,5,12,20,22H,2,4H2,1H3,(H,16,21)(H,18,19)/b17-11+/t12-/m0/s1	SXSUESWBKSQXPJ-OOIIIRTPSA-N
2	0	O=C(O)c1cc2c(cc1)[C@H]1C(=C([C@H]2O)CCCC(=O)O)C(=CC(=C1)C)O	InChI=1S/C20H20O6/c1-10-7-14-12-6-5-11(20(25)26)9-15(12)19(24)13(3-2-4-17(22)23)18(14)16(21)8-10/h5-9,14,19,21,24H,2-4H2,1H3,(H,22,23)(H,25,26)/t14-,19+/m0/s1	XRTRMDWYQPZZER-IFXJQAMLSA-N
0	0	O=C1C(=CC(=O)c2c1n(c1c2cc(cc1)CO)CC)C(=O)O	InChI=1S/C16H13NO5/c1-2-17-11-4-3-8(7-18)5-9(11)13-12(19)6-10(16(21)22)15(20)14(13)17/h3-6,18H,2,7H2,1H3,(H,21,22)	GSRGXNYOSRTWJZ-UHFFFAOYSA-N
1	0	ClC1=CC2=C(Cc3c([C@@H]2C=C1)ccc(c3C(=O)O)O)CC	InChI=1S/C17H15ClO3/c1-2-9-7-14-12(5-6-15(19)16(14)17(20)21)11-4-3-10(18)8-13(9)11/h3-6,8,11,19H,2,7H2,1H3,(H,20,21)/t11-/m0/s1	GYZIDORPTJRYMX-NSHDSACASA-N
0	0	Brc1c(O)c(c2c(c1)cc(cc2Cl)O)CC(=O)CCCCC	InChI=1S/C17H18BrClO3/c1-2-3-4-5-11(20)8-13-16-10(7-14(18)17(13)22)6-12(21)9-15(16)19/h6-7,9,21-22H,2-5,8H2,1H3	IGYOMPQFRYEOFB-UHFFFAOYSA-N
0	0	Fc1c(c(c2ccc(cc2)OC)cc(c1)c1c(cccc1)CC(=O)O)CO	InChI=1S/C22H19FO4/c1-27-17-8-6-14(7-9-17)19-10-16(11-21(23)20(19)13-24)18-5-3-2-4-15(18)12-22(25)26/h2-11,24H,12-13H2,1H3,(H,25,26)	QPKWWTFOEYZULS-UHFFFAOYSA-N
0	2	O=C(NC(=O)CCCC)/C(=C/N(c1cc(c(cc1)CC)/C=C(/OC)\c1c[nH]cc1)C)/C=O	InChI=1S/C25H31N3O4/c1-5-7-8-24(30)27-25(31)21(17-29)16-28(3)22-10-9-18(6-2)20(13-22)14-23(32-4)19-11-12-26-15-19/h9-17,26H,5-8H2,1-4H3,(H,27,30,31)/b21-16+,23-14+	PDYKLVPSSUJKFV-BHKRCXGXSA-N
1	0	O=C(O)c1c(O)cccc1C(=O)N[C@@H]1c2c(c(C(=O)CC(=O)O)ccc2C)CCC1	InChI=1S/C22H21NO7/c1-11-8-9-12(17(25)10-18(26)27)13-4-2-6-15(19(11)13)23-21(28)14-5-3-7-16(24)20(14)22(29)30/h3,5,7-9,15,24H,2,4,6,10H2,1H3,(H,23,28)(H,26,27)(H,29,30)/t15-/m0/s1	IGYKXBYVLQQWJA-HNNXBMFYSA-N
0	0	O=C(N)c1ccc(cc1)c1c(c2c(c(c1)C(C)(C)C)cccc2)CC(=O)O	InChI=1S/C23H23NO3/c1-23(2,3)20-12-18(14-8-10-15(11-9-14)22(24)27)19(13-21(25)26)16-6-4-5-7-17(16)20/h4-12H,13H2,1-3H3,(H2,24,27)(H,25,26)	MIOUAMWJAOSHRX-UHFFFAOYSA-N
0	0	Oc1c[nH]c(c1)c1c(c(c2c(c1)CC=CC2)CC)CC	InChI=1S/C18H21NO/c1-3-14-15(4-2)17(18-10-13(20)11-19-18)9-12-7-5-6-8-16(12)14/h5-6,9-11,19-20H,3-4,7-8H2,1-2H3	PYQCGGZYGHMQDA-UHFFFAOYSA-N
3	0	O=C(O)[C@H]([C@H]1c2c(c(OCC(=O)O)c3c(c2)CC=C[C@H]3C)CC=C1)CCN	InChI=1S/C21H25NO5/c1-12-4-2-5-13-10-17-14(16(8-9-22)21(25)26)6-3-7-15(17)20(19(12)13)27-11-18(23)24/h2-4,6,10,12,14,16H,5,7-9,11,22H2,1H3,(H,23,24)(H,25,26)/t12-,14+,16+/m1/s1	QQJJAQDCWPGTHM-INWMFGNUSA-N
0	0	Clc1c(c2c(OC)c3c(cc2cc1)cccc3)CC(=O)O	InChI=1S/C17H13ClO3/c1-21-17-12-5-3-2-4-10(12)8-11-6-7-14(18)13(16(11)17)9-15(19)20/h2-8H,9H2,1H3,(H,19,20)	FDUGOGRHBADMKP-UHFFFAOYSA-N
0	0	Clc1c2c(F)c(cc(c2c(c(c1)O)C(=O)NC(=O)CC(=O)CC)O)C	InChI=1S/C17H15ClFNO5/c1-3-8(21)5-12(24)20-17(25)15-11(23)6-9(18)13-14(15)10(22)4-7(2)16(13)19/h4,6,22-23H,3,5H2,1-2H3,(H,20,24,25)	VKKDSMCQCZRFRQ-UHFFFAOYSA-N
3	0	Oc1nc(cc2c1[C@H](C=C[C@@H]2C)C(C)(C)C)C[C@H](C#N)C(C)C	InChI=1S/C20H28N2O/c1-12(2)14(11-21)9-15-10-16-13(3)7-8-17(20(4,5)6)18(16)19(23)22-15/h7-8,10,12-14,17H,9H2,1-6H3,(H,22,23)/t13-,14+,17-/m0/s1	DRZBXTUHPWIIGV-VBQJREDUSA-N
1	0	O=C(OCC(=O)O)c1c2c3c(cc1)cc1c(c3[C@@H](C=C2N)O)cccc1	InChI=1S/C20H15NO5/c21-14-8-15(22)19-12-4-2-1-3-10(12)7-11-5-6-13(18(14)17(11)19)20(25)26-9-16(23)24/h1-8,15,22H,9,21H2,(H,23,24)/t15-/m1/s1	PTGYFMBBFXKQSC-OAHLLOKOSA-N
0	0	O=C(OC(=O)CCC)c1c(cc(c(c1)OC)C)COC(=O)CC(=O)O	InChI=1S/C17H20O8/c1-4-5-15(20)25-17(22)12-7-13(23-3)10(2)6-11(12)9-24-16(21)8-14(18)19/h6-7H,4-5,8-9H2,1-3H3,(H,18,19)	YSHUZNQLUDNVBY-UHFFFAOYSA-N
0	1	Clc1c2c(c(N/C(=N\C(=O)CCNCc3ccccc3)/O)c(c(c2)F)O)ccc1	InChI=1S/C21H19ClFN3O3/c22-16-8-4-7-14-15(16)11-17(23)20(28)19(14)26-21(29)25-18(27)9-10-24-12-13-5-2-1-3-6-13/h1-8,11,24,28H,9-10,12H2,(H2,25,26,27,29)	XUXJBIXHFLDLIX-UHFFFAOYSA-N
1	0	S(=O)(=O)(O)c1n(c2c(c1)[C@@H](O)c1c(C2)ccc(c1CP(=O)(O)O)C)CCC(=O)O	InChI=1S/C17H20NO9PS/c1-9-2-3-10-6-13-11(17(21)16(10)12(9)8-28(22,23)24)7-14(29(25,26)27)18(13)5-4-15(19)20/h2-3,7,17,21H,4-6,8H2,1H3,(H,19,20)(H2,22,23,24)(H,25,26,27)/t17-/m1/s1	YFJMBUKGXGMRCA-QGZVFWFLSA-N
2	0	Fc1c(cc(cc1)O)[C@@H](CCc1c2c(c(cc1CCC(=O)O)c1[nH]ccc1)[C@@H](C=CC2)COC)C	InChI=1S/C29H32FNO4/c1-18(24-16-21(32)10-12-26(24)30)8-11-22-19(9-13-28(33)34)15-25(27-7-4-14-31-27)29-20(17-35-2)5-3-6-23(22)29/h3-5,7,10,12,14-16,18,20,31-32H,6,8-9,11,13,17H2,1-2H3,(H,33,34)/t18-,20+/m1/s1	IDSBLOGLCJEVFJ-QUCCMNQESA-N
0	0	O(c1cc(O)cc(c1)c1ccc(cc1)OC)CC	InChI=1S/C15H16O3/c1-3-18-15-9-12(8-13(16)10-15)11-4-6-14(17-2)7-5-11/h4-10,16H,3H2,1-2H3	MJIPJOGDHUJCIK-UHFFFAOYSA-N
0	0	O=C(O)Cc1c(c2c(c(c1)CCC)ccnc2)CCCNC	InChI=1S/C18H24N2O2/c1-3-5-13-10-14(11-18(21)22)15(6-4-8-19-2)17-12-20-9-7-16(13)17/h7,9-10,12,19H,3-6,8,11H2,1-2H3,(H,21,22)	FBGCDBAFZMLSLC-UHFFFAOYSA-N
0	0	Clc1c2c(c(c3c(F)cc(c(c3)c3c(O)c(O)c(c(c3)C)C(=O)O)F)ccc2c(cc1)Cl)C(=O)O	InChI=1S/C25H14Cl2F2O6/c1-9-6-14(22(30)23(31)19(9)24(32)33)13-7-12(17(28)8-18(13)29)10-2-3-11-15(26)4-5-16(27)20(11)21(10)25(34)35/h2-8,30-31H,1H3,(H,32,33)(H,34,35)	LQWXYHXKXQUTNR-UHFFFAOYSA-N
0	0	Fc1c(cc(c(c1)O)c1c2c(ccc1)cccc2)C	InChI=1S/C17H13FO/c1-11-9-15(17(19)10-16(11)18)14-8-4-6-12-5-2-3-7-13(12)14/h2-10,19H,1H3	ZQBXVUQQLYYMJX-UHFFFAOYSA-N
0	0	O=C(O)c1c2[nH]c3c(c2c(c(c1)OC)O)cccc3O	InChI=1S/C14H11NO5/c1-20-9-5-7(14(18)19)12-10(13(9)17)6-3-2-4-8(16)11(6)15-12/h2-5,15-17H,1H3,(H,18,19)	OETPRHUDUOAZLZ-UHFFFAOYSA-N
0	0	S(=O)(=O)(O)c1c2c(cc(c(c2)C(=O)O)O)cc(c1)Cc1c2c(cc(c1)C(=O)N)cccc2	InChI=1S/C23H17NO7S/c24-22(26)16-8-13-3-1-2-4-17(13)14(9-16)5-12-6-15-10-20(25)19(23(27)28)11-18(15)21(7-12)32(29,30)31/h1-4,6-11,25H,5H2,(H2,24,26)(H,27,28)(H,29,30,31)	RXWLYSBZAVGJFD-UHFFFAOYSA-N
0	1	O=C(O)Cc1c2c(ccc(c2)NCC/C=C\CC)ccc1	InChI=1S/C18H21NO2/c1-2-3-4-5-11-19-16-10-9-14-7-6-8-15(12-18(20)21)17(14)13-16/h3-4,6-10,13,19H,2,5,11-12H2,1H3,(H,20,21)/b4-3-	KYPOTBYOOYCKKO-ARJAWSKDSA-N
2	0	O=C(C1=C(O)Cc2c([C@@H]1O)cc1c(c2)CC=CC1)[C@@H](Oc1cc(ncc1)N)CCC	InChI=1S/C24H26N2O4/c1-2-5-20(30-17-8-9-26-21(25)13-17)24(29)22-19(27)12-16-10-14-6-3-4-7-15(14)11-18(16)23(22)28/h3-4,8-11,13,20,23,27-28H,2,5-7,12H2,1H3,(H2,25,26)/t20-,23-/m0/s1	VUBKBIHDUKNYHD-REWPJTCUSA-N
1	0	O=C(OC(=O)C(=C)Cc1c2c(n(c1CC)C)[C@@H](OC)C=CC2)Nc1ccc(cc1)C(=O)O	InChI=1S/C24H26N2O6/c1-5-19-18(17-7-6-8-20(31-4)21(17)26(19)3)13-14(2)23(29)32-24(30)25-16-11-9-15(10-12-16)22(27)28/h6,8-12,20H,2,5,7,13H2,1,3-4H3,(H,25,30)(H,27,28)/t20-/m0/s1	AUIDJKVWOOWDDT-FQEVSTJZSA-N
2	0	S(=O)(=O)(O)[C@@H](N)C(=O)NC(=O)[C@H](C(=O)OC)Cc1nc2c(c(c1CC(=O)O)CN(O)C#N)cccc2	InChI=1S/C20H21N5O10S/c1-35-20(30)12(18(28)24-19(29)17(22)36(32,33)34)6-15-11(7-16(26)27)13(8-25(31)9-21)10-4-2-3-5-14(10)23-15/h2-5,12,17,31H,6-8,22H2,1H3,(H,26,27)(H,24,28,29)(H,32,33,34)/t12-,17-/m1/s1	XTKDEIUUCDORNC-SJKOYZFVSA-N
1	0	O=C(O)[C@@H]1c2c(cc(cc2C)CC(OCCCCCCCC(=O)OC)(C)C)CC=C1	InChI=1S/C25H36O5/c1-18-15-19(16-20-11-10-12-21(23(18)20)24(27)28)17-25(2,3)30-14-9-7-5-6-8-13-22(26)29-4/h10,12,15-16,21H,5-9,11,13-14,17H2,1-4H3,(H,27,28)/t21-/m0/s1	UCGMKQRQPOWLNE-NRFANRHFSA-N
0	0	Clc1c(n2c(c3c(cnc(c3)O)C)ccc2)c2[nH]cc(c2c(c1C(=O)CC(=O)OCC)O)C	InChI=1S/C24H22ClN3O5/c1-4-33-18(31)9-16(29)20-21(25)23(22-19(24(20)32)13(3)11-27-22)28-7-5-6-15(28)14-8-17(30)26-10-12(14)2/h5-8,10-11,27,32H,4,9H2,1-3H3,(H,26,30)	ABOQSAMGEMGWCI-UHFFFAOYSA-N
2	0	O=C(O)c1c(O)nc2c3c1ccnc3[C@@H](C[C@@H]2O)O	InChI=1S/C12H10N2O5/c15-5-3-6(16)10-7-4(1-2-13-9(5)7)8(12(18)19)11(17)14-10/h1-2,5-6,15-16H,3H2,(H,14,17)(H,18,19)/t5-,6+/m1/s1	DBDVWUPZHGDFQV-RITPCOANSA-N
